,date,temperature,dew_point,humidity,wind_speed,pressure,season,year,month,weekday,casual,casual_revenue,registered,registered_revenue,bikes_count,total_revenue,holiday_holiday,holiday_not a holiday,working_day_weekend,working_day_working day,weather_condition_Clear_Partly cloudy,"weather_condition_Light Snow, Light Rain",weather_condition_Mist_Cloudy
197,2011-07-17,80.5,65.1,60.1,10.2,30.1,3,2011,7,0,2006,16048,3296,14832,5302,30880,0,1,1,0,1,0,0
198,2011-07-18,83,69.5,64.4,9,30,3,2011,7,1,841,6728,3617,16276.5,4458,23004.5,0,1,0,1,1,0,0
199,2011-07-19,86.1,72,63.7,5.8,29.8,3,2011,7,2,752,6016,3789,17050.5,4541,23066.5,0,1,0,1,1,0,0
200,2011-07-20,84,73.7,72.2,4.9,29.8,3,2011,7,3,644,5152,3688,16596,4332,21748,0,1,0,1,1,0,0
201,2011-07-21,89.3,77.2,68.8,9.4,29.8,3,2011,7,4,632,5056,3152,14184,3784,19240,0,1,0,1,0,0,1
202,2011-07-22,92.5,74.4,56.6,5.9,29.9,3,2011,7,5,562,4496,2825,12712.5,3387,17208.5,0,1,0,1,1,0,0
203,2011-07-23,92.3,70,49.1,6.6,29.9,3,2011,7,6,987,7896,2298,10341,3285,18237,0,1,1,0,1,0,0
204,2011-07-24,90.3,71.5,54.6,7,29.9,3,2011,7,0,1050,8400,2556,11502,3606,19902,0,1,1,0,1,0,0
205,2011-07-25,82.8,73.8,74.9,5.6,29.8,3,2011,7,1,568,4544,3272,14724,3840,19268,0,1,0,1,1,0,0
206,2011-07-26,85.3,64.3,53.8,8.7,29.8,3,2011,7,2,750,6000,3840,17280,4590,23280,0,1,0,1,1,0,0
207,2011-07-27,85.6,57.6,40,7.9,29.9,3,2011,7,3,755,6040,3901,17554.5,4656,23594.5,0,1,0,1,1,0,0
208,2011-07-28,85.7,68.9,57.6,7.3,30,3,2011,7,4,606,4848,3784,17028,4390,21876,0,1,0,1,1,0,0
209,2011-07-29,91.8,69.9,53.1,7.8,29.9,3,2011,7,5,670,5360,3176,14292,3846,19652,0,1,0,1,1,0,0
210,2011-07-30,88.7,64,46,7.4,30,3,2011,7,6,1559,12472,2916,13122,4475,25594,0,1,1,0,1,0,0
211,2011-07-31,88.7,62.9,46.7,6.8,30,3,2011,7,0,1524,12192,2778,12501,4302,24693,0,1,1,0,1,0,0
212,2011-08-01,85.7,64.8,53.5,7.2,29.9,3,2011,8,1,729,5832,3537,15916.5,4266,21748.5,0,1,0,1,1,0,0
213,2011-08-02,86.4,62.6,48.3,8.7,29.8,3,2011,8,2,801,6408,4044,18198,4845,24606,0,1,0,1,1,0,0
214,2011-08-03,81.2,68.8,67.1,6.5,29.7,3,2011,8,3,467,3736,3107,13981.5,3574,17717.5,0,1,0,1,0,0,1
215,2011-08-04,79.2,71.2,77.7,8.9,29.8,3,2011,8,4,799,6392,3777,16996.5,4576,23388.5,0,1,0,1,0,0,1
216,2011-08-05,79.8,65.6,62.7,7.4,30,3,2011,8,5,1023,8184,3843,17293.5,4866,25477.5,0,1,0,1,1,0,0
217,2011-08-06,80.5,71.7,75.2,10.2,29.9,3,2011,8,6,1521,12168,2773,12478.5,4294,24646.5,0,1,1,0,0,0,1
218,2011-08-07,81.7,73.6,77.8,8.7,29.7,3,2011,8,0,1298,10384,2487,11191.5,3785,21575.5,0,1,1,0,1,0,0
219,2011-08-08,84.5,67.8,59,8.2,29.6,3,2011,8,1,846,6768,3480,15660,4326,22428,0,1,0,1,1,0,0
220,2011-08-09,85.5,68.2,57.2,5.9,29.6,3,2011,8,2,907,7256,3695,16627.5,4602,23883.5,0,1,0,1,1,0,0
221,2011-08-10,84.7,58.2,42.2,8.6,29.7,3,2011,8,3,884,7072,3896,17532,4780,24604,0,1,0,1,1,0,0
222,2011-08-11,80.4,54.5,42.3,7,29.9,3,2011,8,4,812,6496,3980,17910,4792,24406,0,1,0,1,1,0,0
223,2011-08-12,79.5,53.1,41.4,5.8,30,3,2011,8,5,1051,8408,3854,17343,4905,25751,0,1,0,1,1,0,0
224,2011-08-13,77.3,69.1,75.7,11.2,30,3,2011,8,6,1504,12032,2646,11907,4150,23939,0,1,1,0,0,0,1
225,2011-08-14,74.8,70.1,85.4,9.5,29.8,3,2011,8,0,1338,10704,2482,11169,3820,21873,0,1,1,0,0,0,1
226,2011-08-15,75.5,65.3,72.2,8.1,29.7,3,2011,8,1,775,6200,3563,16033.5,4338,22233.5,0,1,0,1,1,0,0
227,2011-08-16,79,62.2,57.3,9.9,29.9,3,2011,8,2,721,5768,4004,18018,4725,23786,0,1,0,1,1,0,0
228,2011-08-17,80.8,63.8,57.8,5.8,30.1,3,2011,8,3,668,5344,4026,18117,4694,23461,0,1,0,1,1,0,0
229,2011-08-18,81.6,66.5,62,10.8,30,3,2011,8,4,639,5112,3166,14247,3805,19359,0,1,0,1,1,0,0
230,2011-08-19,76.2,66.3,73.1,7.9,29.9,3,2011,8,5,797,6376,3356,15102,4153,21478,0,1,0,1,0,0,1
231,2011-08-20,78.4,66.3,67.8,4.4,30,3,2011,8,6,1914,15312,3277,14746.5,5191,30058.5,0,1,1,0,1,0,0
232,2011-08-21,80.4,71.9,75.8,10.9,29.9,3,2011,8,0,1249,9992,2624,11808,3873,21800,0,1,1,0,1,0,0
233,2011-08-22,78,54.8,47.3,11.7,29.9,3,2011,8,1,833,6664,3925,17662.5,4758,24326.5,0,1,0,1,1,0,0
234,2011-08-23,73.6,50.5,45.5,6.4,30,3,2011,8,2,1281,10248,4614,20763,5895,31011,0,1,0,1,1,0,0
235,2011-08-24,76.6,61.8,60.8,10.6,30,3,2011,8,3,949,7592,4181,18814.5,5130,26406.5,0,1,0,1,1,0,0
236,2011-08-25,77.8,70.6,78.7,8.2,29.9,3,2011,8,4,435,3480,3107,13981.5,3542,17461.5,0,1,0,1,0,0,1
237,2011-08-26,79.5,70.8,75.8,4.4,29.9,3,2011,8,5,768,6144,3893,17518.5,4661,23662.5,0,1,0,1,1,0,0
238,2011-08-27,75.8,71.4,85.7,20.8,29.6,3,2011,8,6,226,1808,889,4000.5,1115,5808.5,0,1,1,0,0,0,1
239,2011-08-28,77,63.5,65.4,19,29.4,3,2011,8,0,1415,11320,2919,13135.5,4334,24455.5,0,1,1,0,1,0,0
240,2011-08-29,72.9,55.6,55.5,6.8,29.9,3,2011,8,1,729,5832,3905,17572.5,4634,23404.5,0,1,0,1,1,0,0
241,2011-08-30,73.3,54.8,54.6,5.3,30.1,3,2011,8,2,775,6200,4429,19930.5,5204,26130.5,0,1,0,1,1,0,0
242,2011-08-31,74.5,58.4,59.3,3.4,30.2,3,2011,8,3,688,5504,4370,19665,5058,25169,0,1,0,1,1,0,0
243,2011-09-01,74.6,60.9,63.3,6.2,30.1,3,2011,9,4,783,6264,4332,19494,5115,25758,0,1,0,1,1,0,0
244,2011-09-02,73.1,64,73.8,6.3,30.1,3,2011,9,5,875,7000,3852,17334,4727,24334,0,1,0,1,0,0,1
245,2011-09-03,75.8,65.8,71,7.7,30,3,2011,9,6,1935,15480,2549,11470.5,4484,26950.5,0,1,1,0,1,0,0
246,2011-09-04,79.7,70.3,73.5,8.7,29.9,3,2011,9,0,2521,20168,2419,10885.5,4940,31053.5,0,1,1,0,1,0,0
247,2011-09-05,76.3,70.1,81.1,8.9,29.8,3,2011,9,1,1236,9888,2115,9517.5,3351,19405.5,1,0,1,0,0,0,1
248,2011-09-06,64.4,61.5,89.1,14,29.9,3,2011,9,2,204,1632,2506,11277,2710,12909,0,1,0,1,0,1,0
249,2011-09-07,69.8,67.5,92.5,4.7,29.9,3,2011,9,3,118,944,1878,8451,1996,9395,0,1,0,1,0,1,0
250,2011-09-08,72.7,70.9,93.6,8.1,29.9,3,2011,9,4,153,1224,1689,7600.5,1842,8824.5,0,1,0,1,0,1,0
251,2011-09-09,73.4,71,92.3,5.2,29.8,3,2011,9,5,417,3336,3127,14071.5,3544,17407.5,0,1,0,1,0,0,1
252,2011-09-10,74.7,66.8,78.3,6.4,29.9,3,2011,9,6,1750,14000,3595,16177.5,5345,30177.5,0,1,1,0,1,0,0
253,2011-09-11,74.7,64.3,71.1,5.1,30,3,2011,9,0,1633,13064,3413,15358.5,5046,28422.5,0,1,1,0,1,0,0
254,2011-09-12,73.4,62.5,70.5,3.5,30,3,2011,9,1,690,5520,4023,18103.5,4713,23623.5,0,1,0,1,1,0,0
255,2011-09-13,74.4,64,71.4,6,30,3,2011,9,2,701,5608,4062,18279,4763,23887,0,1,0,1,1,0,0
256,2011-09-14,76.6,65.4,69.4,7,29.9,3,2011,9,3,647,5176,4138,18621,4785,23797,0,1,0,1,1,0,0
257,2011-09-15,67.3,58,72.3,12.9,30,3,2011,9,4,428,3424,3231,14539.5,3659,17963.5,0,1,0,1,0,0,1
258,2011-09-16,57.9,43.1,58.8,6.8,30.3,3,2011,9,5,742,5936,4018,18081,4760,24017,0,1,0,1,0,0,1
259,2011-09-17,60.2,51,71.8,7.9,30.4,3,2011,9,6,1434,11472,3077,13846.5,4511,25318.5,0,1,1,0,0,0,1
260,2011-09-18,61.7,51.3,68.8,7.3,30.3,3,2011,9,0,1353,10824,2921,13144.5,4274,23968.5,0,1,1,0,1,0,0
261,2011-09-19,65.2,55,69.9,6.5,30.2,3,2011,9,1,691,5528,3848,17316,4539,22844,0,1,0,1,0,0,1
262,2011-09-20,66,62.4,87.7,6.5,30.1,3,2011,9,2,438,3504,3203,14413.5,3641,17917.5,0,1,0,1,0,0,1
263,2011-09-21,69.6,66,89.1,3.6,30.1,3,2011,9,3,539,4312,3813,17158.5,4352,21470.5,0,1,0,1,0,0,1
264,2011-09-22,71.5,69.2,92.5,5.4,30.1,3,2011,9,4,555,4440,4240,19080,4795,23520,0,1,0,1,0,0,1
265,2011-09-23,71.1,70.1,96.7,3.6,30,4,2011,9,5,258,2064,2137,9616.5,2395,11680.5,0,1,0,1,0,0,1
266,2011-09-24,70.3,66.1,87.1,3.3,30,4,2011,9,6,1776,14208,3647,16411.5,5423,30619.5,0,1,1,0,0,0,1
267,2011-09-25,72.4,67.8,86,2.7,30,4,2011,9,0,1544,12352,3466,15597,5010,27949,0,1,1,0,0,0,1
268,2011-09-26,73.5,68.9,85.9,4,30,4,2011,9,1,684,5472,3946,17757,4630,23229,0,1,0,1,0,0,1
269,2011-09-27,73.5,69.8,88.3,4.9,29.9,4,2011,9,2,477,3816,3643,16393.5,4120,20209.5,0,1,0,1,0,0,1
270,2011-09-28,71.8,67.7,87.5,5.2,29.9,4,2011,9,3,480,3840,3427,15421.5,3907,19261.5,0,1,0,1,0,0,1
271,2011-09-29,71.2,61,72.9,7,29.7,4,2011,9,4,653,5224,4186,18837,4839,24061,0,1,0,1,1,0,0
272,2011-09-30,66.7,54.1,65.5,8,29.7,4,2011,9,5,830,6640,4372,19674,5202,26314,0,1,0,1,1,0,0
273,2011-10-01,51.7,45,78.6,11.9,29.8,4,2011,10,6,480,3840,1949,8770.5,2429,12610.5,0,1,1,0,0,0,1
274,2011-10-02,48.1,42.2,80.1,9,29.9,4,2011,10,0,616,4928,2302,10359,2918,15287,0,1,1,0,0,0,1
275,2011-10-03,50.8,43.6,76.4,3.9,30,4,2011,10,1,330,2640,3240,14580,3570,17220,0,1,0,1,0,0,1
276,2011-10-04,58.3,49.3,73.6,7.8,30.1,4,2011,10,2,486,3888,3970,17865,4456,21753,0,1,0,1,1,0,0
277,2011-10-05,64,51.3,65.1,8.1,30.2,4,2011,10,3,559,4472,4267,19201.5,4826,23673.5,0,1,0,1,1,0,0
278,2011-10-06,60.3,46.4,61.6,5.8,30.3,4,2011,10,4,639,5112,4126,18567,4765,23679,0,1,0,1,1,0,0
279,2011-10-07,61.5,50.2,68.5,1,30.4,4,2011,10,5,949,7592,4036,18162,4985,25754,0,1,0,1,1,0,0
280,2011-10-08,62.9,51.5,69.3,2,30.5,4,2011,10,6,2235,17880,3174,14283,5409,32163,0,1,1,0,1,0,0
281,2011-10-09,64.7,54.3,71.6,2.6,30.4,4,2011,10,0,2397,19176,3114,14013,5511,33189,0,1,1,0,1,0,0
282,2011-10-10,67.4,57,72.9,1.7,30.2,4,2011,10,1,1514,12112,3603,16213.5,5117,28325.5,1,0,1,0,1,0,0
283,2011-10-11,67.3,60.9,80,6.1,30.1,4,2011,10,2,667,5336,3896,17532,4563,22868,0,1,0,1,0,0,1
284,2011-10-12,64.6,62.1,90.2,10.3,29.9,4,2011,10,3,217,1736,2199,9895.5,2416,11631.5,0,1,0,1,0,1,0
285,2011-10-13,68.5,65.4,90.4,6.3,29.7,4,2011,10,4,290,2320,2623,11803.5,2913,14123.5,0,1,0,1,0,0,1
286,2011-10-14,65.8,58,78.4,9.3,29.5,4,2011,10,5,529,4232,3115,14017.5,3644,18249.5,0,1,0,1,0,0,1
287,2011-10-15,61.4,40.6,48.4,11,29.8,4,2011,10,6,1899,15192,3318,14931,5217,30123,0,1,1,0,1,0,0
288,2011-10-16,61.9,42,49,11.8,29.9,4,2011,10,0,1748,13984,3293,14818.5,5041,28802.5,0,1,1,0,1,0,0
289,2011-10-17,63.8,48.1,57.6,7.4,29.8,4,2011,10,1,713,5704,3857,17356.5,4570,23060.5,0,1,0,1,1,0,0
290,2011-10-18,63.8,52.8,69.9,4.6,29.8,4,2011,10,2,637,5096,4111,18499.5,4748,23595.5,0,1,0,1,0,0,1
291,2011-10-19,65.1,62.3,91,9.5,29.4,4,2011,10,3,254,2032,2170,9765,2424,11797,0,1,0,1,0,1,0
292,2011-10-20,59.2,47.8,67.4,16.9,29.5,4,2011,10,4,471,3768,3724,16758,4195,20526,0,1,0,1,1,0,0
293,2011-10-21,54.3,39.5,58.5,9,30,4,2011,10,5,676,5408,3628,16326,4304,21734,0,1,0,1,1,0,0
294,2011-10-22,53.5,41,63.2,4,30.1,4,2011,10,6,1499,11992,2809,12640.5,4308,24632.5,0,1,1,0,1,0,0
295,2011-10-23,53.8,45.3,74.2,4.3,30.1,4,2011,10,0,1619,12952,2762,12429,4381,25381,0,1,1,0,1,0,0
296,2011-10-24,57.5,50,76.9,5.5,30.1,4,2011,10,1,699,5592,3488,15696,4187,21288,0,1,0,1,1,0,0
297,2011-10-25,58.6,44.2,61.8,7.4,30.1,4,2011,10,2,695,5560,3992,17964,4687,23524,0,1,0,1,1,0,0
298,2011-10-26,59.9,50.5,71.9,6,29.9,4,2011,10,3,404,3232,3490,15705,3894,18937,0,1,0,1,0,0,1
299,2011-10-27,59.2,53.4,81.8,10.1,29.7,4,2011,10,4,240,1920,2419,10885.5,2659,12805.5,0,1,0,1,0,0,1
300,2011-10-28,45.9,26.9,58.7,9.2,30.2,4,2011,10,5,456,3648,3291,14809.5,3747,18457.5,0,1,0,1,0,0,1
301,2011-10-29,38.5,33.7,89.1,15.9,30,4,2011,10,6,57,456,570,2565,627,3021,0,1,1,0,0,1,0
302,2011-10-30,43.8,20,63,6.8,30.3,4,2011,10,0,885,7080,2446,11007,3331,18087,0,1,1,0,1,0,0
303,2011-10-31,46.4,34.6,69.3,4.1,30.3,4,2011,10,1,362,2896,3307,14881.5,3669,17777.5,0,1,0,1,1,0,0
304,2011-11-01,51.7,41.2,69,5.7,30.3,4,2011,11,2,410,3280,3658,16461,4068,19741,0,1,0,1,1,0,0
305,2011-11-02,49.6,40.6,72.3,3.5,29.1,4,2011,11,3,370,2960,3816,17172,4186,20132,0,1,0,1,1,0,0
306,2011-11-03,52.5,42.8,70.8,5.6,30.1,4,2011,11,4,318,2544,3656,16452,3974,18996,0,1,0,1,1,0,0
307,2011-11-04,52,38.7,63.6,11.3,30,4,2011,11,5,470,3760,3576,16092,4046,19852,0,1,0,1,0,0,1
308,2011-11-05,45.3,25.3,51.8,8,30.4,4,2011,11,6,1156,9248,2770,12465,3926,21713,0,1,1,0,1,0,0
309,2011-11-06,47.3,38.4,72.8,3.9,30.5,4,2011,11,0,952,7616,2697,12136.5,3649,19752.5,0,1,1,0,1,0,0
310,2011-11-07,49.9,42.6,79.5,2.3,30.4,4,2011,11,1,373,2984,3662,16479,4035,19463,0,1,0,1,1,0,0
311,2011-11-08,52.8,42.7,71.7,3,30.3,4,2011,11,2,376,3008,3829,17230.5,4205,20238.5,0,1,0,1,1,0,0
312,2011-11-09,51.8,43.8,76.2,2.7,30.1,4,2011,11,3,305,2440,3804,17118,4109,19558,0,1,0,1,1,0,0
313,2011-11-10,49.7,44.2,87.4,7,29.9,4,2011,11,4,190,1520,2743,12343.5,2933,13863.5,0,1,0,1,0,0,1
314,2011-11-11,45,24.6,45.4,13.1,29.9,4,2011,11,5,440,3520,2928,13176,3368,16696,1,0,1,0,1,0,0
315,2011-11-12,47.6,27.6,56.4,8.8,30.1,4,2011,11,6,1275,10200,2792,12564,4067,22764,0,1,1,0,1,0,0
316,2011-11-13,55.3,32.2,46.1,11.9,30.1,4,2011,11,0,1004,8032,2713,12208.5,3717,20240.5,0,1,1,0,1,0,0
317,2011-11-14,63.5,48.3,58.5,12.8,29.9,4,2011,11,1,595,4760,3891,17509.5,4486,22269.5,0,1,0,1,1,0,0
318,2011-11-15,63.6,52.6,67.7,8.2,29.9,4,2011,11,2,449,3592,3746,16857,4195,20449,0,1,0,1,0,0,1
319,2011-11-16,57.1,55.3,94.1,5.5,29.8,4,2011,11,3,145,1160,1672,7524,1817,8684,0,1,0,1,0,1,0
320,2011-11-17,46.6,31,58.4,12.4,30,4,2011,11,4,139,1112,2914,13113,3053,14225,0,1,0,1,0,0,1
321,2011-11-18,40.5,18.2,41.3,7.4,30.4,4,2011,11,5,245,1960,3147,14161.5,3392,16121.5,0,1,0,1,1,0,0
322,2011-11-19,45.1,27.2,50.7,9.6,30.4,4,2011,11,6,943,7544,2720,12240,3663,19784,0,1,1,0,1,0,0
323,2011-11-20,57.5,47.2,68.8,7.4,30.2,4,2011,11,0,787,6296,2733,12298.5,3520,18594.5,0,1,1,0,0,0,1
324,2011-11-21,55.9,53.6,92.2,6.3,30.2,4,2011,11,1,220,1760,2545,11452.5,2765,13212.5,0,1,0,1,0,1,0
325,2011-11-22,53.1,51.8,95.7,4.6,30.1,4,2011,11,2,69,552,1538,6921,1607,7473,0,1,0,1,0,1,0
326,2011-11-23,56.9,50.1,80.1,12.9,29.7,4,2011,11,3,112,896,2454,11043,2566,11939,0,1,0,1,0,0,1
327,2011-11-24,49.5,29.1,55.6,7.2,30.2,4,2011,11,4,560,4480,935,4207.5,1495,8687.5,1,0,1,0,1,0,0
328,2011-11-25,49.5,35.5,64.4,4.3,30.2,4,2011,11,5,1095,8760,1697,7636.5,2792,16396.5,0,1,0,1,1,0,0
329,2011-11-26,49.6,38.9,68.6,2.9,30.2,4,2011,11,6,1249,9992,1819,8185.5,3068,18177.5,0,1,1,0,1,0,0
330,2011-11-27,56.8,46.9,70.7,8.6,30.1,4,2011,11,0,810,6480,2261,10174.5,3071,16654.5,0,1,1,0,1,0,0
331,2011-11-28,60.9,52.3,74.5,6.2,30.1,4,2011,11,1,253,2024,3614,16263,3867,18287,0,1,0,1,1,0,0
332,2011-11-29,55.7,51,85.3,11.8,29.8,4,2011,11,2,96,768,2818,12681,2914,13449,0,1,0,1,0,0,1
333,2011-11-30,45.2,29.3,61.1,11.6,29.8,4,2011,11,3,188,1504,3425,15412.5,3613,16916.5,0,1,0,1,1,0,0
334,2011-12-01,43.9,27.4,52.9,9.3,30.3,4,2011,12,4,182,1456,3545,15952.5,3727,17408.5,0,1,0,1,1,0,0
335,2011-12-02,43.8,25.9,63.8,4,30.4,4,2011,12,5,268,2144,3672,16524,3940,18668,0,1,0,1,1,0,0
336,2011-12-03,42.9,27.3,61.1,4,30.6,4,2011,12,6,706,5648,2908,13086,3614,18734,0,1,1,0,1,0,0
337,2011-12-04,45.5,38.6,77.3,3.6,30.5,4,2011,12,0,634,5072,2851,12829.5,3485,17901.5,0,1,1,0,1,0,0
338,2011-12-05,50.3,45.1,83,2.5,30.3,4,2011,12,1,233,1864,3578,16101,3811,17965,0,1,0,1,0,0,1
339,2011-12-06,57.1,56.4,97.5,9.6,30,4,2011,12,2,126,1008,2468,11106,2594,12114,0,1,0,1,0,1,0
340,2011-12-07,52.9,52.3,97.7,10,29.7,4,2011,12,3,50,400,655,2947.5,705,3347.5,0,1,0,1,0,1,0
341,2011-12-08,39.7,26.5,60.3,10.7,30.1,4,2011,12,4,150,1200,3172,14274,3322,15474,0,1,0,1,1,0,0
342,2011-12-09,42.2,30,69.8,3.7,30.3,4,2011,12,5,261,2088,3359,15115.5,3620,17203.5,0,1,0,1,1,0,0
343,2011-12-10,40.6,22.8,50.9,9.7,30.4,4,2011,12,6,502,4016,2688,12096,3190,16112,0,1,1,0,1,0,0
344,2011-12-11,35.7,17.5,49.5,2.8,30.6,4,2011,12,0,377,3016,2366,10647,2743,13663,0,1,1,0,1,0,0
345,2011-12-12,37.1,27,67.7,2.6,30.5,4,2011,12,1,143,1144,3167,14251.5,3310,15395.5,0,1,0,1,1,0,0
346,2011-12-13,41,26.7,59.8,5.8,30.4,4,2011,12,2,155,1240,3368,15156,3523,16396,0,1,0,1,1,0,0
347,2011-12-14,44.5,26.9,65.4,2.5,30.4,4,2011,12,3,178,1424,3562,16029,3740,17453,0,1,0,1,0,0,1
348,2011-12-15,53.6,41.6,64,11.5,30,4,2011,12,4,181,1448,3528,15876,3709,17324,0,1,0,1,0,0,1
349,2011-12-16,49.5,31,49.8,11,30.1,4,2011,12,5,178,1424,3399,15295.5,3577,16719.5,0,1,0,1,0,0,1
350,2011-12-17,39.3,24.2,55.4,10.3,30.2,4,2011,12,6,275,2200,2464,11088,2739,13288,0,1,1,0,0,0,1
351,2011-12-18,37.2,23.8,59,7,30.3,4,2011,12,0,220,1760,2211,9949.5,2431,11709.5,0,1,1,0,1,0,0
352,2011-12-19,40.7,24.5,63.7,7.2,30.2,4,2011,12,1,260,2080,3143,14143.5,3403,16223.5,0,1,0,1,1,0,0
353,2011-12-20,50.7,34.3,59.6,2.6,30.1,4,2011,12,2,216,1728,3534,15903,3750,17631,0,1,0,1,0,0,1
354,2011-12-21,55.2,51.5,87.7,10.4,29.9,1,2011,12,3,107,856,2553,11488.5,2660,12344.5,0,1,0,1,0,0,1
355,2011-12-22,52.8,46.1,79.3,3.5,30,1,2011,12,4,227,1816,2841,12784.5,3068,14600.5,0,1,0,1,0,0,1
356,2011-12-23,49.6,38.4,76.9,10.8,30,1,2011,12,5,163,1304,2046,9207,2209,10511,0,1,0,1,1,0,0
357,2011-12-24,43,26.4,55.8,8,30.4,1,2011,12,6,155,1240,856,3852,1011,5092,0,1,1,0,1,0,0
358,2011-12-25,40.2,29.5,69.5,6.7,30.2,1,2011,12,0,303,2424,451,2029.5,754,4453.5,0,1,1,0,1,0,0
359,2011-12-26,44.9,25.5,50.3,10.1,30.2,1,2011,12,1,430,3440,887,3991.5,1317,7431.5,1,0,1,0,1,0,0
360,2011-12-27,48.3,40.6,83,10,29.6,1,2011,12,2,103,824,1059,4765.5,1162,5589.5,0,1,0,1,0,0,1
361,2011-12-28,42.5,22.6,52,11.7,29.8,1,2011,12,3,255,2040,2047,9211.5,2302,11251.5,0,1,0,1,1,0,0
362,2011-12-29,37.9,23,58.4,5.1,30,1,2011,12,4,254,2032,2169,9760.5,2423,11792.5,0,1,0,1,1,0,0
363,2011-12-30,44,24.2,64.1,4.7,30,1,2011,12,5,491,3928,2508,11286,2999,15214,0,1,0,1,1,0,0
364,2011-12-31,52.7,39.3,61.4,9.2,29.9,1,2011,12,6,665,5320,1820,8190,2485,13510,0,1,1,0,1,0,0
365,2012-01-01,50.3,38.4,66,9.3,29.9,1,2012,1,0,686,5488,1608,7236,2294,12724,0,1,1,0,1,0,0
366,2012-01-02,39.4,16.3,39.5,13.8,29.9,1,2012,1,1,244,1952,1707,7681.5,1951,9633.5,1,0,1,0,1,0,0
367,2012-01-03,28.8,8,42.6,16.2,30.1,1,2012,1,2,89,712,2147,9661.5,2236,10373.5,0,1,0,1,1,0,0
368,2012-01-04,27.1,7.2,43.2,7.7,30.2,1,2012,1,3,95,760,2273,10228.5,2368,10988.5,0,1,0,1,0,0,1
369,2012-01-05,39.8,23.7,54.6,4.8,30,1,2012,1,4,140,1120,3132,14094,3272,15214,0,1,0,1,1,0,0
370,2012-01-06,46.4,29.1,53.8,7.3,29.9,1,2012,1,5,307,2456,3791,17059.5,4098,19515.5,0,1,0,1,1,0,0
371,2012-01-07,51.1,29,52.4,7.6,29.9,1,2012,1,6,1070,8560,3451,15529.5,4521,24089.5,0,1,1,0,1,0,0
372,2012-01-08,45.3,26.3,48.1,8.2,30.2,1,2012,1,0,599,4792,2826,12717,3425,17509,0,1,1,0,1,0,0
373,2012-01-09,35.5,15.8,79.2,3.5,30.2,1,2012,1,1,106,848,2270,10215,2376,11063,0,1,0,1,0,0,1
374,2012-01-10,39.5,26.9,76,7.1,30,1,2012,1,2,173,1384,3425,15412.5,3598,16796.5,0,1,0,1,1,0,0
375,2012-01-11,41.4,37.7,86.7,5.9,29.9,1,2012,1,3,92,736,2085,9382.5,2177,10118.5,0,1,0,1,0,0,1
376,2012-01-12,48.7,43.4,82.2,7.6,29.5,1,2012,1,4,269,2152,3828,17226,4097,19378,0,1,0,1,0,0,1
377,2012-01-13,39.6,21.2,52.3,15.4,29.6,1,2012,1,5,174,1392,3040,13680,3214,15072,0,1,0,1,1,0,0
378,2012-01-14,32.1,13.3,46.2,8.8,30.1,1,2012,1,6,333,2664,2160,9720,2493,12384,0,1,1,0,1,0,0
379,2012-01-15,30.7,9.7,42.4,9.8,30.4,1,2012,1,0,284,2272,2027,9121.5,2311,11393.5,0,1,1,0,1,0,0
380,2012-01-16,34,19.1,54.9,10.5,30.4,1,2012,1,1,217,1736,2081,9364.5,2298,11100.5,1,0,1,0,1,0,0
381,2012-01-17,50.6,41.9,72.5,14.1,29.9,1,2012,1,2,127,1016,2808,12636,2935,13652,0,1,0,1,0,0,1
382,2012-01-18,40.8,20,44.2,16.5,30,1,2012,1,3,109,872,3267,14701.5,3376,15573.5,0,1,0,1,1,0,0
383,2012-01-19,34.1,16.9,49.9,9.7,30.1,1,2012,1,4,130,1040,3162,14229,3292,15269,0,1,0,1,1,0,0
384,2012-01-20,33.2,17,54.1,8.2,30.2,1,2012,1,5,115,920,3048,13716,3163,14636,0,1,0,1,0,0,1
385,2012-01-21,31.1,27.1,85.2,8.2,30.1,1,2012,1,6,67,536,1234,5553,1301,6089,0,1,1,0,0,0,1
386,2012-01-22,30.6,25.1,79.7,7.8,30.4,1,2012,1,0,196,1568,1781,8014.5,1977,9582.5,0,1,1,0,0,0,1
387,2012-01-23,36.4,33.2,92.8,5.7,30.1,1,2012,1,1,145,1160,2287,10291.5,2432,11451.5,0,1,0,1,0,0,1
388,2012-01-24,46.3,40.9,82.6,4.6,30.1,1,2012,1,2,439,3512,3900,17550,4339,21062,0,1,0,1,1,0,0
389,2012-01-25,42.2,22.8,64.5,6.3,30.3,1,2012,1,3,467,3736,3803,17113.5,4270,20849.5,0,1,0,1,1,0,0
390,2012-01-26,47,40.8,79,4,30,1,2012,1,4,244,1952,3831,17239.5,4075,19191.5,0,1,0,1,0,0,1
391,2012-01-27,55.2,48.8,81.5,12.6,29.6,1,2012,1,5,269,2152,3187,14341.5,3456,16493.5,0,1,0,1,0,0,1
392,2012-01-28,44.3,20.6,52.6,9.3,30,1,2012,1,6,775,6200,3248,14616,4023,20816,0,1,1,0,1,0,0
393,2012-01-29,41.2,12.9,32.8,10.5,30.2,1,2012,1,0,558,4464,2685,12082.5,3243,16546.5,0,1,1,0,1,0,0
394,2012-01-30,40.2,17,40.7,9,30.3,1,2012,1,1,126,1008,3498,15741,3624,16749,0,1,0,1,1,0,0
